time,j_pelvis_l,j_thigh1_l,j_thigh2_l,j_tibia_l,j_ankle1_l,j_ankle2_l,j_pelvis_r,j_thigh1_r,j_thigh2_r,j_tibia_r,j_ankle1_r,j_ankle2_r
90.642,-0.0008,0.0009,0.9081,-1.5707,-0.6509,-0.0001,-0.0004,0.0053,-0.4278,1.1116,0.6861,-0.0053
90.682,-0.0005,0.0009,0.9559,-1.4982,-0.5393,0.0,-0.0003,0.005,-0.3478,1.1092,0.7674,-0.0052
90.722,-0.0003,0.001,0.9745,-1.4532,-0.4791,-0.0,-0.0003,0.0048,-0.308,1.1081,0.8078,-0.0052
90.733,-0.0,0.001,0.9902,-1.4024,-0.4151,0.0,-0.0003,0.0046,-0.2681,1.1072,0.8487,-0.005
90.77,0.0002,0.001,1.0035,-1.3493,-0.3512,-0.0,-0.0003,0.0044,-0.2287,1.1069,0.8873,-0.0049
90.81,0.0005,0.0007,1.014,-1.3007,-0.2974,-0.0002,-0.0003,0.0041,-0.1955,1.1116,0.9215,-0.0048
90.85,0.0007,0.0001,1.0176,-1.2592,-0.2629,-0.0004,-0.0001,0.0037,-0.1796,1.1323,0.9482,-0.0047
90.89,0.0012,-0.001,1.0062,-1.1977,-0.2346,-0.0007,0.0004,0.003,-0.1909,1.2033,0.9796,-0.0042
90.93,0.0013,-0.0012,0.9929,-1.1771,-0.2328,-0.0011,0.0007,0.0025,-0.2164,1.2485,0.9852,-0.0034
90.938,0.0012,-0.0012,0.9739,-1.1597,-0.2393,-0.0014,0.0009,0.002,-0.2513,1.2972,0.9876,-0.0026
90.974,0.0011,-0.001,0.9502,-1.1458,-0.2523,-0.0016,0.0011,0.0015,-0.2932,1.3471,0.9874,-0.002
91.014,0.0009,-0.0007,0.9228,-1.135,-0.27,-0.0018,0.0012,0.001,-0.3398,1.3959,0.9846,-0.0015
91.054,0.0004,-0.0,0.858,-1.1207,-0.3164,-0.002,0.0012,0.0003,-0.4425,1.4869,0.9709,-0.0008
91.094,0.0003,0.0004,0.8216,-1.1167,-0.344,-0.0021,0.0012,0.0001,-0.4964,1.5272,0.9592,-0.0006
91.096,0.0002,0.0007,0.7827,-1.1142,-0.374,-0.0022,0.0012,-0.0001,-0.5505,1.5626,0.9438,-0.0004
91.134,0.0001,0.0011,0.7424,-1.1129,-0.4051,-0.0022,0.0012,-0.0002,-0.6028,1.5915,0.925,-0.0003
91.175,0.0001,0.0018,0.6588,-1.1135,-0.4704,-0.0024,0.0011,-0.0003,-0.7,1.6258,0.8757,-0.0001
91.214,0.0001,0.0021,0.6156,-1.1148,-0.5049,-0.0028,0.0011,-0.0004,-0.7448,1.6323,0.8455,-0.0001
91.224,0.0002,0.0027,0.5723,-1.116,-0.5425,-0.0037,0.001,-0.0004,-0.7872,1.632,0.8107,-0.0
91.262,0.0003,0.0034,0.5296,-1.116,-0.5814,-0.0042,0.0009,-0.0005,-0.826,1.6243,0.7718,-0.0001
91.303,0.0004,0.0042,0.4463,-1.1145,-0.6624,-0.0035,0.0007,-0.0006,-0.8928,1.5861,0.6799,-0.0001
91.345,0.0004,0.0044,0.4057,-1.1133,-0.7033,-0.0039,0.0005,-0.0006,-0.9205,1.5562,0.6276,-0.0001
91.36,0.0005,0.0047,0.3655,-1.112,-0.7444,-0.0044,0.0004,-0.0007,-0.9444,1.5196,0.5715,-0.0001
91.398,0.0005,0.0051,0.3256,-1.1107,-0.7856,-0.0047,0.0002,-0.0007,-0.9649,1.4768,0.5118,-0.0001
91.438,0.0005,0.0058,0.2457,-1.1089,-0.8665,-0.0051,-0.0002,-0.0007,-0.9969,1.3764,0.385,-0.0001
91.479,0.0005,0.0061,0.2075,-1.1102,-0.9037,-0.0053,-0.0004,-0.0006,-1.009,1.3236,0.3233,0.0001
91.499,0.0007,0.0065,0.1836,-1.1243,-0.934,-0.0053,-0.0007,-0.0001,-1.016,1.2786,0.2796,0.0003
91.539,0.0009,0.0068,0.1753,-1.1508,-0.957,-0.005,-0.0009,0.0006,-1.0163,1.2403,0.2526,0.0003
91.578,0.001,0.0069,0.1818,-1.1857,-0.9714,-0.0044,-0.0005,0.0014,-1.0103,1.212,0.2385,-0.0017
91.618,0.0008,0.0065,0.2021,-1.2273,-0.9796,-0.0037,-0.0003,0.0029,-0.9993,1.1894,0.2314,-0.0036
91.658,0.0004,0.0051,0.2721,-1.323,-0.9858,-0.0026,-0.0005,0.0061,-0.961,1.1546,0.2439,-0.0057
91.698,0.0001,0.0042,0.3164,-1.3716,-0.9849,-0.0022,-0.0008,0.0075,-0.9354,1.1421,0.2592,-0.0064
91.7,-0.0002,0.0034,0.3646,-1.4188,-0.9815,-0.0019,-0.0011,0.0085,-0.9065,1.1325,0.2786,-0.0071
91.739,-0.0005,0.0027,0.4166,-1.4647,-0.9748,-0.0016,-0.0014,0.0092,-0.8742,1.1253,0.3022,-0.0068
91.778,-0.0007,0.0021,0.4702,-1.5068,-0.9648,-0.0014,-0.0016,0.0094,-0.8389,1.1199,0.3288,-0.0066
91.819,-0.001,0.0012,0.5778,-1.5773,-0.9348,-0.0009,-0.0018,0.0091,-0.7622,1.1144,0.3884,-0.0068
91.859,-0.0011,0.001,0.6288,-1.6017,-0.9135,-0.0008,-0.0018,0.0088,-0.7214,1.1135,0.4203,-0.0069
91.867,-0.0012,0.0008,0.6778,-1.6187,-0.8882,-0.0006,-0.0018,0.0085,-0.6794,1.1135,0.4537,-0.0071
91.906,-0.0012,0.0007,0.7243,-1.6294,-0.86,-0.0005,-0.0017,0.0082,-0.6369,1.1143,0.4872,-0.0071
91.946,-0.0011,0.0006,0.8085,-1.6274,-0.7887,-0.0003,-0.0015,0.0077,-0.5497,1.117,0.5609,-0.007
91.986,-0.001,0.0007,0.8455,-1.6156,-0.7469,-0.0002,-0.0013,0.0073,-0.5065,1.1169,0.6007,-0.007
91.99,-0.0008,0.0007,0.8788,-1.5968,-0.7017,-0.0002,-0.001,0.007,-0.4647,1.1164,0.6406,-0.0069
92.026,-0.0007,0.0008,0.9081,-1.5703,-0.6515,-0.0001,-0.0008,0.0067,-0.4235,1.1155,0.6814,-0.0066
92.066,-0.0005,0.0008,0.9337,-1.5368,-0.5973,-0.0001,-0.0006,0.0063,-0.3828,1.1144,0.7226,-0.0064
92.106,-0.0001,0.0009,0.9746,-1.4533,-0.4809,-0.0,-0.0004,0.0056,-0.3036,1.1119,0.8038,-0.006
92.147,0.0001,0.001,0.9904,-1.4028,-0.4171,-0.0,-0.0003,0.0052,-0.2642,1.1107,0.8447,-0.0056
92.152,0.0003,0.001,1.0036,-1.348,-0.3512,-0.0,-0.0003,0.0048,-0.2244,1.1105,0.8833,-0.0053
92.19,0.0006,0.0007,1.0141,-1.2995,-0.2976,-0.0003,-0.0002,0.0043,-0.1912,1.1158,0.9174,-0.0051
92.23,0.0011,-0.0005,1.0152,-1.2232,-0.2426,-0.0004,0.0001,0.0032,-0.1731,1.1668,0.9643,-0.0046
92.27,0.0013,-0.0011,1.0066,-1.1968,-0.2348,-0.0007,0.0004,0.0027,-0.1863,1.2068,0.9768,-0.004
92.29,0.0014,-0.0012,0.9939,-1.1762,-0.2322,-0.0011,0.0007,0.0021,-0.211,1.2502,0.9828,-0.0032
92.326,0.0013,-0.0012,0.9754,-1.159,-0.2384,-0.0014,0.0009,0.0016,-0.2462,1.2984,0.9857,-0.0025
92.366,0.0011,-0.001,0.9521,-1.145,-0.2509,-0.0016,0.0011,0.0011,-0.2879,1.3472,0.9859,-0.0019
92.406,0.0006,-0.0004,0.8936,-1.126,-0.2912,-0.0019,0.0012,0.0004,-0.3869,1.4435,0.978,-0.0011
92.446,0.0004,-0.0,0.8593,-1.1199,-0.3166,-0.002,0.0012,0.0001,-0.4405,1.4877,0.9696,-0.0008
92.465,0.0002,0.0004,0.8225,-1.1158,-0.3446,-0.0021,0.0012,-0.0001,-0.4953,1.5279,0.9579,-0.0006
92.503,0.0001,0.0008,0.7836,-1.1133,-0.3745,-0.0022,0.0012,-0.0002,-0.5498,1.563,0.9428,-0.0004
92.542,-0.0,0.0012,0.7015,-1.1121,-0.4382,-0.0016,0.0012,-0.0004,-0.6526,1.6117,0.9014,-0.0002
92.582,0.0,0.0013,0.6587,-1.1127,-0.472,-0.0013,0.0012,-0.0004,-0.7009,1.6252,0.8743,-0.0001
92.589,0.0001,0.0013,0.6154,-1.1138,-0.5056,-0.0012,0.0011,-0.0004,-0.7459,1.6321,0.8449,-0.0001
92.626,0.0002,0.0014,0.5715,-1.1157,-0.5408,-0.0012,0.001,-0.0005,-0.7882,1.6311,0.8097,-0.0001
92.666,0.0002,0.0014,0.5282,-1.1179,-0.578,-0.0011,0.0009,-0.0004,-0.827,1.6238,0.7715,-0.0
92.706,0.0003,0.0015,0.4425,-1.1178,-0.6584,-0.001,0.0007,-0.0005,-0.8935,1.5853,0.6795,-0.0001
92.746,0.0004,0.0018,0.3606,-1.1157,-0.7411,-0.0014,0.0005,-0.0006,-0.945,1.5188,0.5712,-0.0001
92.786,0.0004,0.002,0.3212,-1.1145,-0.7817,-0.0014,0.0003,-0.0005,-0.9656,1.4775,0.5134,-0.0001
92.803,0.0004,0.0022,0.2821,-1.1131,-0.8224,-0.0015,0.0001,-0.0005,-0.9828,1.4301,0.4518,-0.0001
92.842,0.0004,0.0024,0.2429,-1.1119,-0.8632,-0.0017,-0.0001,-0.0006,-0.9972,1.3774,0.3869,-0.0001
92.888,0.0004,0.003,0.1811,-1.126,-0.9304,-0.0019,-0.0006,0.0,-1.0166,1.2793,0.2803,0.0003
92.926,0.0005,0.0034,0.1732,-1.1526,-0.9539,-0.0019,-0.0008,0.0007,-1.0168,1.241,0.2532,0.0003
92.943,0.0005,0.0037,0.1799,-1.1885,-0.9699,-0.0019,-0.0008,0.0014,-1.0107,1.2107,0.24,-0.0009
92.982,0.0004,0.0039,0.2007,-1.2307,-0.9782,-0.0017,-0.0005,0.0028,-0.9996,1.188,0.2336,-0.003
93.022,0.0002,0.0037,0.2312,-1.2765,-0.983,-0.0015,-0.0005,0.0042,-0.9835,1.169,0.2353,-0.0027
93.062,-0.0003,0.0029,0.3131,-1.3719,-0.9845,-0.0012,-0.0003,0.0049,-0.9377,1.1412,0.2591,-0.002
93.102,-0.0008,0.0021,0.4152,-1.4657,-0.9741,-0.0009,-0.0004,0.0049,-0.8759,1.1242,0.3028,-0.0022
93.142,-0.0009,0.0018,0.4695,-1.508,-0.9641,-0.0008,-0.0005,0.0047,-0.8405,1.1189,0.3295,-0.0024
93.169,-0.001,0.0015,0.5234,-1.5452,-0.9515,-0.0007,-0.0006,0.0046,-0.8034,1.1155,0.3577,-0.0025
93.206,-0.0011,0.0013,0.5771,-1.5775,-0.9347,-0.0006,-0.0007,0.0044,-0.764,1.1136,0.3883,-0.0026
93.246,-0.0012,0.0011,0.6286,-1.6018,-0.9132,-0.0005,-0.0007,0.0042,-0.7229,1.1127,0.4206,-0.0027
93.286,-0.0012,0.0009,0.7245,-1.6289,-0.8591,-0.0004,-0.0008,0.0038,-0.6381,1.1137,0.4877,-0.0028
93.326,-0.0012,0.0008,0.7683,-1.6319,-0.8262,-0.0003,-0.0008,0.0035,-0.5945,1.115,0.5227,-0.0027
93.333,-0.0011,0.0008,0.8088,-1.6281,-0.7898,-0.0003,-0.0008,0.0033,-0.5508,1.1169,0.5579,-0.0027
93.37,-0.001,0.0008,0.8454,-1.6162,-0.7487,-0.0001,-0.0008,0.0031,-0.5072,1.1185,0.5967,-0.0027
93.41,-0.0008,0.0008,0.8786,-1.5982,-0.7043,-0.0001,-0.0007,0.0028,-0.4645,1.1186,0.6361,-0.0025
93.45,-0.0007,0.0009,0.9079,-1.5719,-0.6542,-0.0001,-0.0007,0.0026,-0.4226,1.1181,0.6769,-0.0025
93.491,-0.0004,0.001,0.9556,-1.4997,-0.5432,-0.0,-0.0005,0.002,-0.3414,1.1159,0.7593,-0.0021
93.53,0.0,0.0011,0.9903,-1.404,-0.4183,0.0,-0.0004,0.0014,-0.2621,1.1129,0.8417,-0.0017
93.57,0.0002,0.0011,1.0034,-1.3494,-0.3523,-0.0,-0.0004,0.0011,-0.2228,1.1121,0.8812,-0.0014
93.583,0.0005,0.0008,1.0138,-1.3007,-0.2985,-0.0002,-0.0004,0.0007,-0.19,1.1175,0.915,-0.0013
93.622,0.0008,0.0003,1.0182,-1.2592,-0.2624,-0.0004,-0.0003,0.0003,-0.1724,1.1358,0.9423,-0.0011
93.662,0.001,-0.0004,1.0167,-1.2244,-0.241,-0.0004,-0.0003,-0.0002,-0.1687,1.1641,0.9627,-0.0009
93.702,0.0013,-0.0011,0.9951,-1.1768,-0.2314,-0.0007,0.0,-0.0008,-0.2084,1.2494,0.9817,-0.0005
93.743,0.0013,-0.0013,0.9761,-1.1594,-0.2383,-0.0006,0.0002,-0.001,-0.2444,1.2981,0.9846,-0.0003
93.743,0.0012,-0.0014,0.9526,-1.1453,-0.2514,-0.0004,0.0004,-0.001,-0.2869,1.3474,0.985,-0.0001
93.782,0.0011,-0.0015,0.9248,-1.1342,-0.2697,-0.0002,0.0005,-0.001,-0.3351,1.3968,0.9826,0.0
93.822,0.001,-0.0016,0.8937,-1.1258,-0.2919,-0.0001,0.0007,-0.0009,-0.3867,1.4439,0.9773,0.0001
93.862,0.0009,-0.0015,0.8593,-1.1197,-0.3175,0.0,0.0008,-0.0008,-0.4409,1.4882,0.9689,0.0002
93.903,0.0008,-0.0014,0.784,-1.1132,-0.3746,0.0003,0.0009,-0.0006,-0.5497,1.5628,0.9428,0.0002
93.942,0.0007,-0.0012,0.7435,-1.112,-0.406,0.0003,0.001,-0.0005,-0.6026,1.5913,0.9241,0.0002
93.953,0.0007,-0.0011,0.7018,-1.1118,-0.4384,0.0003,0.001,-0.0004,-0.6531,1.6119,0.9013,0.0002
93.99,0.0006,-0.0008,0.6614,-1.113,-0.4684,0.0005,0.001,-0.0003,-0.6991,1.626,0.8786,0.0002
94.03,0.0007,-0.0004,0.5744,-1.1159,-0.5386,0.0002,0.001,-0.0003,-0.7865,1.6319,0.8122,0.0001
94.075,0.0006,0.0001,0.4862,-1.1186,-0.6159,0.0001,0.0008,-0.0004,-0.8608,1.6084,0.7286,0.0
94.122,0.0006,0.0003,0.4437,-1.1184,-0.6563,-0.0001,0.0007,-0.0004,-0.8924,1.5864,0.6811,-0.0
94.127,0.0005,0.0006,0.4019,-1.1177,-0.6975,-0.0003,0.0005,-0.0004,-0.9202,1.5566,0.6288,-0.0
94.167,0.0005,0.001,0.3612,-1.1167,-0.7387,-0.0004,0.0004,-0.0005,-0.9442,1.5204,0.573,-0.0
94.206,0.0004,0.0017,0.2818,-1.1141,-0.821,-0.001,0.0,-0.0005,-0.9822,1.4309,0.4522,-0.0001
94.246,0.0004,0.002,0.2421,-1.1127,-0.8628,-0.0014,-0.0002,-0.0006,-0.9966,1.3771,0.3859,-0.0001
94.249,0.0004,0.0024,0.2046,-1.1135,-0.8994,-0.0016,-0.0004,-0.0004,-1.0089,1.324,0.3236,0.0001
94.286,0.0004,0.0029,0.1799,-1.1261,-0.9301,-0.0018,-0.0007,0.0,-1.0163,1.279,0.2792,0.0003
94.326,0.0005,0.0034,0.1719,-1.1526,-0.9537,-0.0018,-0.0009,0.0007,-1.0168,1.2408,0.2521,0.0004
94.366,0.0004,0.004,0.1997,-1.2306,-0.978,-0.0016,-0.0006,0.0027,-0.9998,1.1878,0.2326,-0.003
94.406,0.0002,0.0039,0.231,-1.277,-0.9826,-0.0015,-0.0006,0.0043,-0.9835,1.1688,0.2348,-0.0036
94.435,-0.0,0.0035,0.2706,-1.3259,-0.9844,-0.0013,-0.0006,0.0053,-0.962,1.1532,0.245,-0.003
94.474,-0.0003,0.0031,0.315,-1.3739,-0.9838,-0.0012,-0.0006,0.0057,-0.9366,1.1407,0.2601,-0.003
94.514,-0.0007,0.0022,0.4173,-1.4673,-0.9734,-0.0009,-0.0008,0.006,-0.8746,1.1238,0.3039,-0.0034
94.554,-0.0009,0.0018,0.4702,-1.5083,-0.9644,-0.0008,-0.0009,0.006,-0.8398,1.1188,0.3296,-0.0037
94.563,-0.001,0.0015,0.5245,-1.5459,-0.9514,-0.0007,-0.0009,0.0059,-0.8024,1.1154,0.3581,-0.0039
94.602,-0.0011,0.0013,0.5778,-1.5778,-0.935,-0.0006,-0.001,0.0059,-0.7632,1.1135,0.3884,-0.0042
94.642,-0.0013,0.0009,0.6778,-1.6189,-0.8889,-0.0004,-0.0011,0.0057,-0.6805,1.113,0.4534,-0.0045
94.682,-0.0012,0.0008,0.7241,-1.6295,-0.8614,-0.0004,-0.0011,0.0056,-0.6383,1.1139,0.4866,-0.0047
94.698,-0.0012,0.0008,0.7674,-1.6329,-0.8296,-0.0003,-0.0011,0.0055,-0.5954,1.1154,0.5207,-0.0049
94.734,-0.0011,0.0008,0.8079,-1.6279,-0.791,-0.0002,-0.001,0.0054,-0.5513,1.1172,0.5576,-0.0049
94.774,-0.001,0.0008,0.845,-1.6161,-0.7491,-0.0001,-0.0009,0.0053,-0.5072,1.1181,0.5972,-0.0048
94.814,-0.0008,0.0008,0.908,-1.5707,-0.6527,-0.0001,-0.0007,0.0049,-0.4225,1.1174,0.6781,-0.0049
94.854,-0.0006,0.0009,0.9336,-1.5377,-0.5989,-0.0,-0.0005,0.0047,-0.3816,1.1164,0.719,-0.0049
94.858,-0.0004,0.0009,0.9557,-1.4982,-0.5412,0.0,-0.0004,0.0045,-0.3413,1.1152,0.7604,-0.0047
94.894,-0.0002,0.0009,0.9746,-1.4539,-0.4815,0.0,-0.0003,0.0043,-0.3018,1.1139,0.8013,-0.0046
94.934,-0.0,0.001,0.9904,-1.4037,-0.4181,0.0,-0.0003,0.0041,-0.2624,1.1126,0.8426,-0.0044
94.974,0.0005,0.0007,1.0139,-1.3008,-0.2989,-0.0002,-0.0002,0.0035,-0.191,1.1165,0.9164,-0.0041
95.014,0.0008,0.0002,1.0175,-1.2594,-0.2639,-0.0004,-0.0001,0.0031,-0.1752,1.1366,0.9436,-0.0041
95.023,0.001,-0.0005,1.0141,-1.2242,-0.2445,-0.0004,0.0001,0.0027,-0.1754,1.1691,0.9637,-0.004
95.062,0.0012,-0.0011,1.0056,-1.1975,-0.2359,-0.0006,0.0004,0.0023,-0.1883,1.2079,0.9763,-0.0036
95.102,0.0013,-0.0012,0.9929,-1.1769,-0.2334,-0.0011,0.0007,0.0019,-0.2136,1.2516,0.9826,-0.0029
95.142,0.001,-0.001,0.9513,-1.1456,-0.2514,-0.0016,0.001,0.001,-0.2897,1.3472,0.9862,-0.0017
95.182,0.0008,-0.0007,0.9243,-1.1348,-0.269,-0.0018,0.0011,0.0007,-0.3366,1.3956,0.9841,-0.0013
95.193,0.0006,-0.0003,0.893,-1.1264,-0.2916,-0.0019,0.0012,0.0004,-0.3885,1.4434,0.9783,-0.001
95.23,0.0004,0.0,0.8587,-1.1202,-0.3172,-0.002,0.0012,0.0001,-0.4422,1.4877,0.9698,-0.0007
95.27,0.0002,0.0004,0.822,-1.116,-0.3451,-0.0021,0.0012,-0.0,-0.4966,1.5277,0.9582,-0.0005
95.31,0.0,0.0012,0.7433,-1.1124,-0.4055,-0.0023,0.0011,-0.0002,-0.6029,1.591,0.9247,-0.0002
95.35,0.0,0.0015,0.7016,-1.1122,-0.438,-0.0023,0.0011,-0.0003,-0.6529,1.6115,0.9016,-0.0001
95.36,0.0,0.0018,0.6591,-1.1129,-0.4714,-0.0024,0.0011,-0.0004,-0.7008,1.6251,0.875,-0.0001
95.398,0.0001,0.0022,0.6159,-1.1142,-0.5057,-0.0025,0.001,-0.0004,-0.7461,1.6317,0.8443,-0.0001
95.438,0.0001,0.0024,0.5718,-1.1158,-0.5414,-0.0027,0.001,-0.0005,-0.7885,1.6305,0.8084,-0.0001
95.478,0.0003,0.0033,0.4848,-1.1177,-0.6193,-0.0031,0.0008,-0.0005,-0.8626,1.6072,0.7257,-0.0001
95.518,0.0003,0.0035,0.4426,-1.1173,-0.6599,-0.0029,0.0007,-0.0005,-0.8939,1.5844,0.6777,-0.0001
95.521,0.0004,0.0036,0.4013,-1.1163,-0.701,-0.0029,0.0005,-0.0006,-0.9215,1.5548,0.6259,-0.0001
95.558,0.0004,0.0037,0.3612,-1.1151,-0.7418,-0.003,0.0004,-0.0006,-0.9454,1.5188,0.5707,-0.0001
95.598,0.0004,0.004,0.3214,-1.1138,-0.7832,-0.0036,0.0002,-0.0006,-0.9657,1.4762,0.5113,-0.0001
95.638,0.0004,0.0048,0.2432,-1.1112,-0.8644,-0.0043,-0.0002,-0.0006,-0.9977,1.3776,0.3864,-0.0001
95.678,0.0005,0.0052,0.2061,-1.111,-0.9026,-0.0044,-0.0004,-0.0005,-1.0097,1.3248,0.3245,0.0001
95.679,0.0006,0.0057,0.1827,-1.1235,-0.9335,-0.0046,-0.0006,-0.0,-1.0167,1.2797,0.2803,0.0003
95.718,0.0008,0.0061,0.1747,-1.1488,-0.9569,-0.0045,-0.0008,0.0006,-1.0171,1.2414,0.2527,0.0003
95.758,0.0009,0.0063,0.1819,-1.184,-0.9722,-0.004,-0.0006,0.0014,-1.011,1.2123,0.239,-0.0015
95.798,0.0006,0.0056,0.2318,-1.2702,-0.9855,-0.0029,-0.0004,0.0044,-0.9842,1.1703,0.2331,-0.0045
95.838,0.0003,0.0049,0.2691,-1.3175,-0.9874,-0.0024,-0.0006,0.006,-0.9635,1.1549,0.242,-0.0055
95.842,0.0001,0.0041,0.3144,-1.3675,-0.9862,-0.002,-0.0009,0.0074,-0.9378,1.1423,0.2579,-0.006
95.882,-0.0002,0.0033,0.3638,-1.4162,-0.9822,-0.0017,-0.0011,0.0081,-0.9083,1.1324,0.2782,-0.0054
95.923,-0.0007,0.0021,0.4693,-1.5047,-0.9656,-0.0013,-0.0014,0.0082,-0.8406,1.1196,0.3282,-0.0054
95.963,-0.0008,0.0016,0.5229,-1.5427,-0.9527,-0.001,-0.0015,0.008,-0.8036,1.1162,0.3563,-0.0056
95.967,-0.001,0.0013,0.5765,-1.5756,-0.9357,-0.0008,-0.0015,0.0078,-0.7645,1.1143,0.3866,-0.0058
96.006,-0.0011,0.001,0.6274,-1.6005,-0.9148,-0.0007,-0.0015,0.0076,-0.7239,1.1134,0.4184,-0.0058
96.046,-0.0012,0.0009,0.6764,-1.6177,-0.8892,-0.0006,-0.0015,0.0073,-0.6818,1.1134,0.452,-0.0059
96.086,-0.0012,0.0007,0.7673,-1.6316,-0.8268,-0.0004,-0.0014,0.0068,-0.5948,1.1153,0.5219,-0.006
96.126,-0.001,0.0007,0.845,-1.6159,-0.748,-0.0003,-0.0011,0.0063,-0.5077,1.1167,0.6001,-0.0059
96.166,-0.0009,0.0007,0.8782,-1.5973,-0.7028,-0.0002,-0.0009,0.006,-0.4658,1.1163,0.64,-0.0058
96.176,-0.0007,0.0008,0.9076,-1.5713,-0.6531,-0.0001,-0.0008,0.0057,-0.4247,1.1154,0.6808,-0.0056
96.215,-0.0006,0.0009,0.9332,-1.5377,-0.5986,-0.0,-0.0006,0.0054,-0.384,1.114,0.7223,-0.0055
96.255,-0.0004,0.0009,0.9554,-1.4981,-0.5408,-0.0,-0.0005,0.005,-0.3439,1.1127,0.7637,-0.0053
96.294,0.0,0.001,0.99,-1.4025,-0.4165,0.0,-0.0004,0.0044,-0.2647,1.1102,0.8458,-0.0047
96.334,0.0003,0.001,1.0033,-1.3477,-0.3505,-0.0,-0.0003,0.004,-0.2251,1.1091,0.8863,-0.0044
96.345,0.0005,0.0007,1.0136,-1.2992,-0.2973,-0.0003,-0.0003,0.0035,-0.193,1.1144,0.9203,-0.0042
96.383,0.0008,0.0002,1.0178,-1.258,-0.262,-0.0004,-0.0002,0.003,-0.1763,1.1333,0.9471,-0.004
96.422,0.001,-0.0005,1.0148,-1.223,-0.2425,-0.0004,-0.0,0.0025,-0.1758,1.1652,0.9669,-0.0038
96.462,0.0014,-0.0012,0.9933,-1.1763,-0.2316,-0.0011,0.0005,0.0015,-0.214,1.2483,0.9848,-0.0026
96.502,0.0013,-0.0011,0.9771,-1.1597,-0.2341,-0.0014,0.0007,0.0011,-0.243,1.2899,0.9886,-0.002
96.508,0.0011,-0.0009,0.9544,-1.1461,-0.2465,-0.0017,0.0008,0.0007,-0.2846,1.3395,0.9893,-0.0016
96.546,0.0009,-0.0006,0.9274,-1.1357,-0.2653,-0.0018,0.001,0.0004,-0.3329,1.3898,0.9863,-0.0012
96.586,0.0007,-0.0003,0.8962,-1.1271,-0.2885,-0.002,0.001,0.0001,-0.3854,1.4387,0.98,-0.0009
96.626,0.0003,0.0005,0.8248,-1.1162,-0.3429,-0.0021,0.0011,-0.0002,-0.4942,1.5247,0.9593,-0.0004
96.666,0.0001,0.0009,0.7456,-1.1121,-0.4032,-0.0014,0.0011,-0.0003,-0.6,1.5889,0.9266,-0.0002
96.706,0.0001,0.0009,0.7032,-1.1119,-0.4367,-0.0013,0.0011,-0.0004,-0.6504,1.6097,0.9026,-0.0001
96.717,0.0001,0.001,0.6601,-1.1126,-0.4707,-0.0012,0.0011,-0.0004,-0.6988,1.6238,0.8753,-0.0001
96.754,0.0002,0.001,0.6163,-1.1139,-0.5056,-0.0011,0.0011,-0.0004,-0.7447,1.6308,0.8441,-0.0
96.794,0.0003,0.0012,0.5288,-1.1159,-0.5819,-0.0011,0.001,-0.0004,-0.8261,1.6226,0.7701,-0.0
96.837,0.0003,0.0013,0.4863,-1.1156,-0.622,-0.0011,0.0009,-0.0005,-0.8614,1.6073,0.7265,-0.0
96.846,0.0004,0.0015,0.4446,-1.1149,-0.6628,-0.0012,0.0008,-0.0005,-0.893,1.5844,0.6783,-0.0001
96.886,0.0004,0.0017,0.4037,-1.1138,-0.704,-0.0013,0.0006,-0.0005,-0.9207,1.5543,0.6257,-0.0001
96.926,0.0004,0.002,0.3241,-1.1113,-0.7856,-0.0015,0.0003,-0.0006,-0.9652,1.4761,0.5117,-0.0001
96.966,0.0004,0.0023,0.2845,-1.1101,-0.8264,-0.0017,0.0001,-0.0006,-0.9826,1.4285,0.4498,-0.0001
96.971,0.0005,0.0025,0.2448,-1.1089,-0.8676,-0.0018,-0.0001,-0.0006,-0.997,1.3755,0.3846,-0.0001
97.01,0.0005,0.0028,0.2072,-1.1089,-0.9058,-0.002,-0.0004,-0.0004,-1.0094,1.3227,0.3226,0.0001
97.05,0.0006,0.0033,0.1834,-1.1213,-0.9364,-0.0021,-0.0006,0.0,-1.0167,1.278,0.2787,0.0003
97.09,0.0007,0.004,0.1827,-1.1826,-0.9744,-0.0019,-0.0007,0.0015,-1.0111,1.2106,0.2381,-0.0013
97.13,0.0005,0.004,0.2032,-1.2244,-0.9822,-0.0017,-0.0004,0.0029,-1.0003,1.1881,0.2314,-0.0032
97.148,0.0003,0.0038,0.234,-1.2709,-0.9866,-0.0015,-0.0004,0.0044,-0.9839,1.1692,0.2336,-0.0032
97.186,0.0001,0.0034,0.272,-1.3191,-0.9883,-0.0013,-0.0003,0.0051,-0.9627,1.1537,0.2428,-0.0025
97.227,-0.0002,0.0029,0.3158,-1.3678,-0.9872,-0.0012,-0.0003,0.0054,-0.9373,1.1413,0.2578,-0.0025
97.266,-0.0006,0.0021,0.4162,-1.4621,-0.9763,-0.0009,-0.0005,0.0054,-0.8756,1.1246,0.3014,-0.0027
97.306,-0.0008,0.0017,0.4694,-1.5046,-0.9665,-0.0008,-0.0006,0.0053,-0.8405,1.1195,0.3277,-0.0029
97.323,-0.001,0.0015,0.5237,-1.5432,-0.9529,-0.0007,-0.0007,0.0051,-0.8027,1.116,0.3568,-0.003
97.362,-0.0011,0.0012,0.5773,-1.5761,-0.9356,-0.0006,-0.0008,0.005,-0.7629,1.114,0.3879,-0.0032
