time,j_pelvis_l,j_thigh1_l,j_thigh2_l,j_tibia_l,j_ankle1_l,j_ankle2_l,j_pelvis_r,j_thigh1_r,j_thigh2_r,j_tibia_r,j_ankle1_r,j_ankle2_r
6.173,0.0,0.0009,0.5561,-1.1048,-0.5441,-0.0006,-0.0,0.001,-0.5444,1.1064,0.5573,-0.0008
6.211,0.0,0.0009,0.556,-1.1048,-0.5441,-0.0006,-0.0,0.001,-0.5444,1.1064,0.5573,-0.0008
6.25,0.0,0.0009,0.556,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1064,0.5573,-0.0008
6.29,0.0,0.0009,0.556,-1.1049,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5572,-0.0008
6.33,0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0006,-0.0,0.001,-0.5443,1.1065,0.5572,-0.0008
6.37,0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5572,-0.0008
6.41,0.0,0.0009,0.5559,-1.105,-0.5439,-0.0006,-0.0,0.001,-0.5442,1.1065,0.5572,-0.0008
6.45,0.0,0.0009,0.5559,-1.105,-0.5439,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5571,-0.0008
6.49,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0006,-0.0,0.001,-0.5442,1.1066,0.5571,-0.0008
6.53,0.0,0.0009,0.5558,-1.1051,-0.5438,-0.0007,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
6.57,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
6.576,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
6.614,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
6.654,0.0,0.0009,0.5557,-1.1052,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.5569,-0.0008
6.694,0.0,0.0009,0.5556,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.5569,-0.0008
6.734,0.0,0.0009,0.5556,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.5569,-0.0008
6.742,0.0,0.0009,0.5556,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1069,0.5569,-0.0008
6.778,0.0,0.0009,0.5556,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.5439,1.1069,0.5569,-0.0008
6.818,0.0,0.0009,0.5555,-1.1053,-0.5435,-0.0007,-0.0,0.001,-0.5439,1.1069,0.5568,-0.0008
6.858,0.0,0.0009,0.5555,-1.1053,-0.5435,-0.0007,-0.0,0.001,-0.5439,1.1069,0.5568,-0.0008
6.899,0.0,0.0009,0.5555,-1.1053,-0.5435,-0.0007,-0.0,0.001,-0.5439,1.107,0.5568,-0.0008
6.905,0.0,0.0009,0.5555,-1.1053,-0.5435,-0.0007,-0.0,0.001,-0.5439,1.107,0.5568,-0.0008
6.942,0.0,0.0009,0.5555,-1.1053,-0.5435,-0.0007,-0.0,0.001,-0.5439,1.107,0.5567,-0.0008
6.982,0.0,0.0009,0.5555,-1.1053,-0.5435,-0.0007,-0.0,0.001,-0.5438,1.107,0.5567,-0.0008
7.022,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.107,0.5567,-0.0008
7.062,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.107,0.5567,-0.0008
7.102,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0006,-0.0,0.001,-0.5438,1.107,0.5567,-0.0008
7.115,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5567,-0.0008
7.154,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5567,-0.0008
7.194,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5567,-0.0008
7.234,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5567,-0.0008
7.274,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0006,-0.0,0.001,-0.5438,1.1071,0.5567,-0.0008
7.279,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5566,-0.0008
7.318,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5566,-0.0008
7.358,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5566,-0.0008
7.398,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5566,-0.0008
7.439,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5566,-0.0008
7.478,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0006,-0.0,0.001,-0.5438,1.1071,0.5566,-0.0008
7.48,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5567,-0.0008
7.518,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5566,-0.0008
7.559,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.1071,0.5566,-0.0008
7.598,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0006,-0.0,0.001,-0.5438,1.1071,0.5567,-0.0008
7.638,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0006,-0.0,0.001,-0.5438,1.1071,0.5567,-0.0008
7.678,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.107,0.5567,-0.0008
7.679,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.107,0.5567,-0.0008
7.719,0.0,0.0009,0.5554,-1.1054,-0.5434,-0.0007,-0.0,0.001,-0.5438,1.107,0.5567,-0.0008
7.758,0.0,0.0009,0.5554,-1.1054,-0.5435,-0.0006,-0.0,0.001,-0.5438,1.107,0.5567,-0.0008
7.798,0.0,0.0009,0.5555,-1.1054,-0.5435,-0.0007,-0.0,0.001,-0.5438,1.107,0.5567,-0.0008
7.799,0.0,0.0009,0.5555,-1.1054,-0.5435,-0.0006,-0.0,0.001,-0.5439,1.107,0.5567,-0.0008
7.838,0.0,0.0009,0.5555,-1.1053,-0.5435,-0.0006,-0.0,0.001,-0.5439,1.107,0.5568,-0.0008
7.878,0.0,0.0009,0.5555,-1.1053,-0.5435,-0.0007,-0.0,0.001,-0.5439,1.1069,0.5568,-0.0008
7.918,0.0,0.0009,0.5555,-1.1053,-0.5435,-0.0007,-0.0,0.001,-0.5439,1.1069,0.5568,-0.0008
7.927,-0.0,0.0009,0.5555,-1.1053,-0.5436,-0.0007,-0.0,0.001,-0.5439,1.1069,0.5568,-0.0008
7.966,-0.0,0.0009,0.5556,-1.1053,-0.5436,-0.0007,-0.0,0.001,-0.5439,1.1069,0.5568,-0.0008
8.006,-0.0,0.0009,0.5556,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.5568,-0.0008
8.046,-0.0,0.0009,0.5556,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.5569,-0.0008
8.058,0.0,0.0009,0.5556,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.5569,-0.0008
8.094,0.0,0.0009,0.5556,-1.1052,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.5569,-0.0008
8.134,0.0,0.0009,0.5557,-1.1052,-0.5437,-0.0006,-0.0,0.001,-0.544,1.1068,0.5569,-0.0008
8.174,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
8.214,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0006,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
8.254,0.0,0.0009,0.5557,-1.1051,-0.5438,-0.0007,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
8.258,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5442,1.1067,0.557,-0.0008
8.298,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5571,-0.0008
8.338,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5571,-0.0008
8.378,0.0,0.0009,0.5559,-1.105,-0.5439,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5571,-0.0008
8.418,0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5572,-0.0008
8.458,0.0,0.0009,0.5559,-1.1049,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5572,-0.0008
8.498,0.0,0.0009,0.556,-1.1049,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5572,-0.0008
8.512,0.0,0.0009,0.556,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5444,1.1065,0.5572,-0.0008
8.55,0.0,0.0009,0.556,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5444,1.1064,0.5573,-0.0008
8.59,0.0,0.0009,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.001,-0.5444,1.1064,0.5573,-0.0008
8.63,0.0,0.0009,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.001,-0.5444,1.1064,0.5573,-0.0008
8.671,0.0,0.0009,0.5561,-1.1047,-0.5441,-0.0007,-0.0,0.001,-0.5445,1.1064,0.5574,-0.0008
8.71,0.0,0.0009,0.5561,-1.1047,-0.5441,-0.0007,-0.0,0.001,-0.5445,1.1063,0.5574,-0.0008
8.714,0.0,0.0009,0.5561,-1.1047,-0.5442,-0.0007,-0.0,0.001,-0.5445,1.1063,0.5574,-0.0008
8.75,0.0,0.0009,0.5561,-1.1047,-0.5442,-0.0007,-0.0,0.001,-0.5445,1.1063,0.5574,-0.0008
8.79,0.0,0.0009,0.5562,-1.1047,-0.5442,-0.0007,-0.0,0.001,-0.5445,1.1063,0.5574,-0.0008
8.83,0.0,0.0009,0.5562,-1.1046,-0.5442,-0.0007,-0.0,0.001,-0.5445,1.1063,0.5575,-0.0008
8.87,0.0,0.0009,0.5562,-1.1046,-0.5442,-0.0007,-0.0,0.001,-0.5446,1.1062,0.5575,-0.0008
8.91,0.0,0.0009,0.5562,-1.1046,-0.5443,-0.0007,-0.0,0.001,-0.5446,1.1062,0.5575,-0.0008
8.95,0.0,0.0009,0.5563,-1.1046,-0.5443,-0.0007,-0.0,0.001,-0.5446,1.1062,0.5576,-0.0008
8.99,0.0,0.0009,0.5563,-1.1045,-0.5443,-0.0007,-0.0,0.001,-0.5446,1.1061,0.5576,-0.0008
9.003,0.0,0.0009,0.5563,-1.1045,-0.5443,-0.0007,-0.0,0.001,-0.5447,1.1061,0.5576,-0.0008
9.042,0.0,0.0009,0.5563,-1.1045,-0.5443,-0.0007,-0.0,0.001,-0.5447,1.1061,0.5576,-0.0008
9.082,0.0,0.0009,0.5563,-1.1045,-0.5444,-0.0007,-0.0,0.001,-0.5447,1.1061,0.5576,-0.0008
9.122,0.0,0.0009,0.5563,-1.1045,-0.5444,-0.0007,-0.0,0.001,-0.5447,1.1061,0.5576,-0.0008
9.143,0.0,0.0009,0.5564,-1.1044,-0.5444,-0.0007,-0.0,0.001,-0.5447,1.1061,0.5576,-0.0008
9.182,0.0,0.0009,0.5564,-1.1044,-0.5444,-0.0007,-0.0,0.001,-0.5447,1.106,0.5577,-0.0008
9.222,0.0,0.0009,0.5564,-1.1044,-0.5444,-0.0007,-0.0,0.001,-0.5447,1.106,0.5577,-0.0008
9.262,0.0,0.0009,0.5564,-1.1044,-0.5444,-0.0007,-0.0,0.001,-0.5448,1.106,0.5577,-0.0008
9.302,0.0,0.0009,0.5564,-1.1044,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.106,0.5577,-0.0008
9.342,-0.0,0.0009,0.5564,-1.1044,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.106,0.5577,-0.0008
9.353,-0.0,0.0009,0.5564,-1.1044,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.106,0.5577,-0.0008
9.39,-0.0,0.0009,0.5564,-1.1044,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.106,0.5577,-0.0008
9.43,-0.0,0.0009,0.5565,-1.1044,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.106,0.5578,-0.0008
9.47,-0.0,0.0009,0.5565,-1.1044,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.106,0.5578,-0.0008
9.51,-0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.55,-0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.59,-0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.601,-0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.638,-0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.678,0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.718,0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.722,0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.762,0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.803,0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.842,0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.845,0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.882,0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.922,0.0,0.0009,0.5565,-1.1043,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
9.962,0.0,0.0009,0.5565,-1.1044,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.1059,0.5578,-0.0008
10.002,-0.0,0.0009,0.5565,-1.1044,-0.5445,-0.0006,-0.0,0.001,-0.5448,1.106,0.5577,-0.0008
10.042,0.0,0.0009,0.5565,-1.1044,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.106,0.5577,-0.0008
10.052,0.0,0.0009,0.5564,-1.1044,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.106,0.5577,-0.0008
10.09,0.0,0.0009,0.5564,-1.1044,-0.5445,-0.0007,-0.0,0.001,-0.5448,1.106,0.5577,-0.0008
10.13,0.0,0.0009,0.5564,-1.1044,-0.5444,-0.0007,-0.0,0.001,-0.5448,1.106,0.5577,-0.0008
10.17,0.0,0.0009,0.5564,-1.1044,-0.5444,-0.0007,-0.0,0.001,-0.5447,1.106,0.5577,-0.0008
10.172,0.0,0.0009,0.5564,-1.1044,-0.5444,-0.0007,-0.0,0.001,-0.5447,1.106,0.5577,-0.0008
10.21,0.0,0.0009,0.5564,-1.1044,-0.5444,-0.0007,-0.0,0.001,-0.5447,1.106,0.5577,-0.0008
10.25,0.0,0.0009,0.5564,-1.1045,-0.5444,-0.0007,-0.0,0.001,-0.5447,1.1061,0.5577,-0.0008
10.29,0.0,0.0009,0.5564,-1.1045,-0.5443,-0.0007,-0.0,0.001,-0.5447,1.1061,0.5577,-0.0008
10.304,0.0,0.0009,0.5563,-1.1045,-0.5444,-0.0007,-0.0,0.001,-0.5447,1.1061,0.5576,-0.0008
10.342,-0.0,0.0009,0.5563,-1.1045,-0.5443,-0.0007,-0.0,0.001,-0.5447,1.1061,0.5576,-0.0008
10.382,0.0,0.0009,0.5563,-1.1045,-0.5443,-0.0007,-0.0,0.001,-0.5446,1.1061,0.5576,-0.0008
10.422,0.0,0.0009,0.5563,-1.1045,-0.5443,-0.0007,-0.0,0.001,-0.5446,1.1061,0.5576,-0.0008
10.462,0.0,0.0009,0.5563,-1.1046,-0.5443,-0.0007,-0.0,0.001,-0.5446,1.1062,0.5576,-0.0008
10.502,0.0,0.0009,0.5563,-1.1046,-0.5443,-0.0006,-0.0,0.001,-0.5446,1.1062,0.5576,-0.0008
10.503,0.0,0.0009,0.5562,-1.1046,-0.5443,-0.0007,-0.0,0.001,-0.5446,1.1062,0.5575,-0.0008
10.542,0.0,0.0009,0.5562,-1.1046,-0.5442,-0.0007,-0.0,0.001,-0.5445,1.1062,0.5575,-0.0008
10.582,0.0,0.0009,0.5562,-1.1046,-0.5442,-0.0007,-0.0,0.001,-0.5445,1.1062,0.5575,-0.0008
10.622,0.0,0.0009,0.5562,-1.1046,-0.5442,-0.0007,-0.0,0.001,-0.5445,1.1063,0.5575,-0.0008
10.636,0.0,0.0009,0.5562,-1.1047,-0.5441,-0.0007,-0.0,0.001,-0.5445,1.1063,0.5575,-0.0008
10.674,0.0,0.0009,0.5562,-1.1047,-0.5441,-0.0007,-0.0,0.001,-0.5445,1.1063,0.5574,-0.0008
10.714,0.0,0.0009,0.5561,-1.1047,-0.5441,-0.0007,-0.0,0.001,-0.5444,1.1063,0.5574,-0.0008
10.754,0.0,0.0009,0.5561,-1.1047,-0.5441,-0.0007,-0.0,0.001,-0.5444,1.1063,0.5574,-0.0008
10.769,0.0,0.0009,0.5561,-1.1047,-0.5441,-0.0007,-0.0,0.001,-0.5444,1.1064,0.5574,-0.0008
10.806,0.0,0.0009,0.5561,-1.1048,-0.5441,-0.0007,-0.0,0.001,-0.5444,1.1064,0.5574,-0.0008
10.846,0.0,0.0009,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5444,1.1064,0.5573,-0.0008
10.886,0.0,0.0009,0.556,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5444,1.1064,0.5573,-0.0008
10.891,0.0,0.0009,0.556,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1064,0.5573,-0.0008
10.93,0.0,0.0009,0.556,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1064,0.5573,-0.0008
10.97,0.0,0.0009,0.556,-1.1049,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5573,-0.0008
11.01,0.0,0.0009,0.556,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5573,-0.0008
11.021,0.0,0.0009,0.556,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5572,-0.0008
11.066,0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5572,-0.0008
11.098,0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5442,1.1065,0.5572,-0.0008
11.138,0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5572,-0.0008
11.148,0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5572,-0.0008
11.186,0.0,0.0009,0.5559,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5572,-0.0008
11.226,0.0,0.0009,0.5559,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5571,-0.0008
11.266,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5571,-0.0008
11.275,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5441,1.1066,0.5571,-0.0008
11.314,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5441,1.1066,0.5571,-0.0008
11.354,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5441,1.1067,0.5571,-0.0008
11.394,0.0,0.0009,0.5558,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.5571,-0.0008
11.434,0.0,0.0009,0.5558,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.5571,-0.0008
11.445,0.0,0.0009,0.5558,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
11.482,0.0,0.0009,0.5558,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
11.522,-0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1067,0.557,-0.0008
11.562,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1067,0.557,-0.0008
11.566,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1067,0.557,-0.0008
11.606,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0006,-0.0,0.001,-0.544,1.1067,0.557,-0.0008
11.646,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.686,0.0,0.0009,0.5557,-1.1051,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.691,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.73,0.0,0.0009,0.5557,-1.1051,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.771,0.0,0.0009,0.5557,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.81,0.0,0.0009,0.5557,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.821,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.859,0.0,0.0009,0.5557,-1.1052,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.898,0.0,0.0009,0.5557,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.939,0.0,0.0009,0.5557,-1.1052,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.978,0.0,0.0009,0.5557,-1.1051,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
11.991,0.0,0.0009,0.5557,-1.1051,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
12.03,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
12.07,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
12.11,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
12.12,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
12.158,0.0,0.0009,0.5557,-1.1051,-0.5436,-0.0007,-0.0,0.001,-0.544,1.1068,0.557,-0.0008
12.198,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1067,0.557,-0.0008
12.238,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.544,1.1067,0.557,-0.0008
12.278,0.0,0.0009,0.5557,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
12.291,0.0,0.0009,0.5558,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
12.33,0.0,0.0009,0.5558,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.557,-0.0008
12.37,0.0,0.0009,0.5558,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.5571,-0.0008
12.41,0.0,0.0009,0.5558,-1.1051,-0.5438,-0.0007,-0.0,0.001,-0.5441,1.1067,0.5571,-0.0008
12.415,0.0,0.0009,0.5558,-1.1051,-0.5437,-0.0007,-0.0,0.001,-0.5441,1.1067,0.5571,-0.0008
12.454,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5441,1.1067,0.5571,-0.0008
12.494,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5441,1.1067,0.5571,-0.0008
12.534,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5441,1.1066,0.5571,-0.0008
12.574,0.0,0.0009,0.5558,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5441,1.1066,0.5571,-0.0008
12.581,0.0,0.0009,0.5559,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5571,-0.0008
12.618,0.0,0.0009,0.5559,-1.105,-0.5438,-0.0006,-0.0,0.001,-0.5442,1.1066,0.5572,-0.0008
12.658,-0.0,0.0009,0.5559,-1.105,-0.5439,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5572,-0.0008
12.698,-0.0,0.0009,0.5559,-1.105,-0.5438,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5572,-0.0008
12.702,-0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5572,-0.0008
12.738,-0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5442,1.1066,0.5572,-0.0008
12.778,-0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5442,1.1065,0.5572,-0.0008
12.818,-0.0,0.0009,0.5559,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5572,-0.0008
12.824,-0.0,0.0009,0.556,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5572,-0.0008
12.867,-0.0,0.0009,0.556,-1.1049,-0.5439,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5573,-0.0008
12.906,0.0,0.0009,0.556,-1.1049,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1065,0.5573,-0.0008
12.948,0.0,0.0009,0.556,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1064,0.5573,-0.0008
12.986,0.0,0.0009,0.556,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1064,0.5573,-0.0008
12.993,0.0,0.0009,0.556,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5443,1.1064,0.5573,-0.0008
13.03,0.0,0.0009,0.556,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5444,1.1064,0.5573,-0.0008
13.07,-0.0,0.0009,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5444,1.1064,0.5574,-0.0008
13.11,-0.0,0.0009,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.001,-0.5444,1.1064,0.5574,-0.0008
